NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_THYROID_HORMONE_METABOLIC_PROCESS	27	20		
GOBP_CRISTAE_FORMATION	18	18		
GOBP_NOREPINEPHRINE_METABOLIC_PROCESS	13		Rejected!	
GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_DOPAMINE_METABOLIC_PROCESS	41	34		
GOBP_NOREPINEPHRINE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_SEROTONIN_METABOLIC_PROCESS	11		Rejected!	
GOBP_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	24	19		
GOBP_INDOLE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	8		Rejected!	
GOBP_PIGMENT_METABOLIC_PROCESS	80	71		
GOBP_HORMONE_METABOLIC_PROCESS	241	187		
GOBP_HORMONE_BIOSYNTHETIC_PROCESS	68	55		
GOBP_HORMONE_CATABOLIC_PROCESS	12		Rejected!	
GOBP_PROGESTERONE_METABOLIC_PROCESS	16		Rejected!	
GOBP_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	11		Rejected!	
GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS	21	17		
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	50	40		
GOBP_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT	35	28		
GOBP_EAR_MORPHOGENESIS	124	101		
GOBP_INNER_EAR_MORPHOGENESIS	103	82		
GOBP_OUTER_EAR_MORPHOGENESIS	8		Rejected!	
GOBP_MIDDLE_EAR_MORPHOGENESIS	20	20		
GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	91	70		
GOBP_ODONTOGENESIS	135	109		
GOBP_REGULATION_OF_ODONTOGENESIS	17	15		
GOBP_POSITIVE_REGULATION_OF_ODONTOGENESIS	5		Rejected!	
GOBP_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	11		Rejected!	
GOBP_MECHANORECEPTOR_DIFFERENTIATION	66	55		
GOBP_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION	43	35		
GOBP_GAMMA_DELTA_T_CELL_DIFFERENTIATION	13		Rejected!	
GOBP_DETECTION_OF_BACTERIAL_LIPOPROTEIN	5		Rejected!	
GOBP_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	68	49		
GOBP_NEGATIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	15		Rejected!	
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	27	22		
GOBP_HYPEROSMOTIC_SALINITY_RESPONSE	14		Rejected!	
GOBP_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE	130	117		
GOBP_NEURON_MATURATION	45	40		
GOBP_SUPEROXIDE_ANION_GENERATION	43	33		
GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	35	34		
GOBP_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	15	15		
GOBP_RETINOL_METABOLIC_PROCESS	54	42		
GOBP_RETINOIC_ACID_METABOLIC_PROCESS	34	26		
GOBP_RETINAL_METABOLIC_PROCESS	19	17		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	9		Rejected!	
GOBP_HOMEOSTATIC_PROCESS	1708		Rejected!	
GOBP_RESPONSE_TO_STARVATION	211	190		
GOBP_FEAR_RESPONSE	44	36		
GOBP_REGULATION_OF_HAIR_CYCLE	28	24		
GOBP_ANAGEN	5		Rejected!	
GOBP_REGULATION_OF_CELL_FATE_SPECIFICATION	25	22		
GOBP_REGULATION_OF_MESODERMAL_CELL_FATE_SPECIFICATION	5		Rejected!	
GOBP_RETINAL_CONE_CELL_DIFFERENTIATION	13		Rejected!	
GOBP_MUSCLE_CELL_DIFFERENTIATION	411	343		
GOBP_MUSCLE_CELL_FATE_COMMITMENT	20		Rejected!	
GOBP_OVULATION_CYCLE	73	64		
GOBP_SPERM_EJACULATION	6		Rejected!	
GOBP_THIAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	7		Rejected!	
GOBP_FLAVIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	6		Rejected!	
GOBP_FIBRINOLYSIS	27	22		
GOBP_EMBRYONIC_DIGIT_MORPHOGENESIS	56	54		
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	379	163		
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	55	43		
GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS	30	21		
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE	24	17		
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_REM_SLEEP	5		Rejected!	
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP	7		Rejected!	
GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE	20		Rejected!	
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM	120	104		
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	18		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	14		Rejected!	
GOBP_EATING_BEHAVIOR	39	26		
GOBP_DRINKING_BEHAVIOR	12		Rejected!	
GOBP_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	5		Rejected!	
GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	29	25		
GOBP_VERY_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS	11		Rejected!	
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	181	176		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	44	43		
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION	19	18		
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	101	97		
GOBP_TRNA_3_END_PROCESSING	8		Rejected!	
GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I	21	21		
GOBP_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	6		Rejected!	
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	16	15		
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	8		Rejected!	
GOBP_VITAMIN_B6_METABOLIC_PROCESS	5		Rejected!	
GOBP_AMIDE_TRANSPORT	299	246		
GOBP_XENOBIOTIC_TRANSPORT	56	38		
GOBP_TRIPEPTIDE_TRANSPORT	10		Rejected!	
GOBP_D_AMINO_ACID_TRANSPORT	6		Rejected!	
GOBP_ACTIVATION_OF_JANUS_KINASE_ACTIVITY	15		Rejected!	
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	95	70		
GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	27		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	20		Rejected!	
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	68	54		
GOBP_SEQUESTERING_OF_ACTIN_MONOMERS	10		Rejected!	
GOBP_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR	15		Rejected!	
GOBP_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	5		Rejected!	
GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	41	40		
GOBP_MYELOID_DENDRITIC_CELL_DIFFERENTIATION	20	17		
GOBP_T_CELL_HOMEOSTASIS	42	35		
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	62	46		
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	30	21		
GOBP_AMINO_ACID_ACTIVATION	45	44		
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	801		Rejected!	
GOBP_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	20		Rejected!	
GOBP_PENILE_ERECTION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	1196		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	796		Rejected!	
GOBP_REGULATION_OF_GTPASE_ACTIVITY	375	327		
GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE	30	28		
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE	14		Rejected!	
GOBP_AMINO_ACID_SALVAGE	7		Rejected!	
GOBP_RECEPTOR_METABOLIC_PROCESS	61	58		
GOBP_RECEPTOR_CLUSTERING	57	53		
GOBP_REGULATION_OF_VASCULAR_PERMEABILITY	49	44		
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_PERMEABILITY	18	16		
GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	18	17		
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	189	176		
GOBP_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	51	41		
GOBP_NAD_TRANSPORT	5		Rejected!	
GOBP_SNO_S_RNA_PROCESSING	14		Rejected!	
GOBP_STRESS_FIBER_ASSEMBLY	111	104		
GOBP_INDUCTION_OF_BACTERIAL_AGGLUTINATION	7		Rejected!	
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	37	36		
GOBP_PEPTIDE_CATABOLIC_PROCESS	33	26		
GOBP_NUCLEOTIDE_SALVAGE	18	16		
GOBP_NUCLEOSIDE_SALVAGE	9		Rejected!	
GOBP_RESPONSE_TO_LEUCINE	14		Rejected!	
GOBP_MYELIN_MAINTENANCE	18	17		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	82	77		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	36	35		
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	126	120		
GOBP_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	29	29		
GOBP_PROTEASOME_ASSEMBLY	12		Rejected!	
GOBP_ERYTHROCYTE_MATURATION	16		Rejected!	
GOBP_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT	15		Rejected!	
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	411	378		
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	103	89		
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	114	87		
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	40	28		
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	52	40		
GOBP_REGULATION_OF_ION_TRANSPORT	720		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ION_TRANSPORT	289	234		
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSPORT	168	124		
GOBP_ANOIKIS	35	31		
GOBP_APOPTOTIC_CELL_CLEARANCE	51	43		
GOBP_RESPONSE_TO_ALKALOID	98	82		
GOBP_APICAL_JUNCTION_ASSEMBLY	77	61		
GOBP_LEUKOCYTE_DEGRANULATION	81	63		
GOBP_REGULATION_OF_LEUKOCYTE_DEGRANULATION	49	38		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	25	20		
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_DEGRANULATION	7		Rejected!	
GOBP_EOSINOPHIL_ACTIVATION	8		Rejected!	
GOBP_NEUTROPHIL_DEGRANULATION	14		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_DEGRANULATION	8		Rejected!	
GOBP_NATURAL_KILLER_CELL_DEGRANULATION	12		Rejected!	
GOBP_PROTEIN_TRANSPORT_TO_VACUOLE_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	15	15		
GOBP_RESPONSE_TO_DSRNA	56	41		
GOBP_ENUCLEATE_ERYTHROCYTE_DIFFERENTIATION	10		Rejected!	
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	88	68		
GOBP_POSITIVE_T_CELL_SELECTION	38	30		
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	24	19		
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	56	42		
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	22	20		
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	35	25		
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMORY_T_CELL_DIFFERENTIATION	9		Rejected!	
GOBP_NEGATIVE_T_CELL_SELECTION	12		Rejected!	
GOBP_MYCOTOXIN_METABOLIC_PROCESS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING	57	49		
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING	52	49		
GOBP_REGULATION_OF_PROTEIN_BINDING	201	183		
GOBP_CORTISOL_SECRETION	5		Rejected!	
GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	136	120		
GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION	39	34		
GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY	190	169		
GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	119	108		
GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	60	52		
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	181	149		
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	498	401		
GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION	6		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	190	151		
GOBP_RESPONSE_TO_PEPTIDE_HORMONE	423	360		
GOBP_RESPONSE_TO_CORTICOTROPIN_RELEASING_HORMONE	5		Rejected!	
GOBP_REGULATION_OF_SECONDARY_METABOLIC_PROCESS	15	15		
GOBP_REGULATION_OF_PENTOSE_PHOSPHATE_SHUNT	6		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPIRATION	49	44		
GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	74	65		
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	134	118		
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS	56	49		
GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS	13		Rejected!	
GOBP_PIGMENTATION	112	105		
GOBP_PIGMENT_METABOLIC_PROCESS_INVOLVED_IN_PIGMENTATION	5		Rejected!	
GOBP_PIGMENT_ACCUMULATION	12		Rejected!	
GOBP_REGULATION_OF_RNA_SPLICING	179	168		
GOBP_HISTONE_EXCHANGE	16	16		
GOBP_RNA_STABILIZATION	69	60		
GOBP_PROTEIN_KINASE_B_SIGNALING	218	167		
GOBP_MUSCLE_ADAPTATION	122	91		
GOBP_SKELETAL_MUSCLE_ADAPTATION	25	19		
GOBP_REGULATION_OF_MUSCLE_ADAPTATION	97	70		
GOBP_MITOCHONDRIAL_DNA_REPAIR	6		Rejected!	
GOBP_REGULATION_OF_JUN_KINASE_ACTIVITY	62	55		
GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	43	40		
GOBP_NEGATIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	16		Rejected!	
GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	38	37		
GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	16	15		
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	15	15		
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	154	136		
GOBP_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	55	47		
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	178	110		
GOBP_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	151	85		
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	76	52		
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	78	32		
GOBP_ENDOTHELIAL_CELL_MIGRATION	283	202		
GOBP_PROTEIN_ACYLATION	273	253		
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	282	240		
GOBP_REGULATION_OF_LIPID_KINASE_ACTIVITY	68	62		
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	56	50		
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	21	20		
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS	14		Rejected!	
GOBP_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	25	17		
GOBP_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_MAINTENANCE_OF_DNA_REPEAT_ELEMENTS	7		Rejected!	
GOBP_PEROXISOMAL_TRANSPORT	22	22		
GOBP_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE	24	19		
GOBP_EAR_DEVELOPMENT	221	180		
GOBP_NOSE_DEVELOPMENT	14		Rejected!	
GOBP_TONGUE_DEVELOPMENT	20	20		
GOBP_TONGUE_MORPHOGENESIS	10		Rejected!	
GOBP_SKIN_DEVELOPMENT	302	218		
GOBP_SKIN_MORPHOGENESIS	13		Rejected!	
GOBP_CELLULAR_AMIDE_METABOLIC_PROCESS	1245		Rejected!	
GOBP_AMIDE_BIOSYNTHETIC_PROCESS	932		Rejected!	
GOBP_ASTROCYTE_CELL_MIGRATION	9		Rejected!	
GOBP_KERATINOCYTE_PROLIFERATION	56	43		
GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS	8		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS	45	44		
GOBP_RESPONSE_TO_ESTROGEN	70	61		
GOBP_SMALL_REGULATORY_NCRNA_3_END_PROCESSING	19	19		
GOBP_RNA_POLYADENYLATION	43	43		
GOBP_POLYADENYLATION_DEPENDENT_RNA_CATABOLIC_PROCESS	9		Rejected!	
GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	55	52		
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	96	89		
GOBP_DICARBOXYLIC_ACID_CATABOLIC_PROCESS	19	18		
GOBP_DICARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_LINOLEIC_ACID_METABOLIC_PROCESS	21	17		
GOBP_ENGULFMENT_OF_APOPTOTIC_CELL	19	18		
GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_RECOGNITION_OF_APOPTOTIC_CELL	7		Rejected!	
GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	59	50		
GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	57	51		
GOBP_REVERSE_CHOLESTEROL_TRANSPORT	20		Rejected!	
GOBP_DEDIFFERENTIATION	12		Rejected!	
GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	59	48		
GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	14		Rejected!	
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	17	16		
GOBP_EXONUCLEOLYTIC_CATABOLISM_OF_DEADENYLATED_MRNA	13		Rejected!	
GOBP_OSSIFICATION_INVOLVED_IN_BONE_REMODELING	5		Rejected!	
GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION	1841		Rejected!	
GOBP_REGULATION_OF_CAMP_MEDIATED_SIGNALING	29	27		
GOBP_POSITIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING	12		Rejected!	
GOBP_CELLULAR_COMPONENT_MAINTENANCE	68	60		
GOBP_HISTONE_H3_ACETYLATION	81	78		
GOBP_HISTONE_H4_ACETYLATION	74	70		
GOBP_HISTONE_H2A_ACETYLATION	23	23		
GOBP_HISTONE_H3_K9_ACETYLATION	18	18		
GOBP_HISTONE_H3_K27_ACETYLATION	6		Rejected!	
GOBP_HISTONE_H4_K5_ACETYLATION	16	16		
GOBP_HISTONE_H4_K12_ACETYLATION	8		Rejected!	
GOBP_HISTONE_H4_K16_ACETYLATION	28	28		
GOBP_HISTONE_H4_R3_METHYLATION	6		Rejected!	
GOBP_REGULATION_OF_DNA_METHYLATION	29	19		
GOBP_REGULATION_OF_SYSTEM_PROCESS	595	454		
GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	44	29		
GOBP_REGULATION_OF_ENDOCRINE_PROCESS	39	32		
GOBP_REGULATION_OF_EXCRETION	22	17		
GOBP_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS	15		Rejected!	
GOBP_REGULATION_OF_ANION_TRANSPORT	93	73		
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	984		Rejected!	
GOBP_REGULATION_OF_VACUOLE_ORGANIZATION	51	50		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	499	455		
GOBP_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION	21	21		
GOBP_MEMBRANE_BIOGENESIS	63	62		
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	1174		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	1591		Rejected!	
GOBP_HISTONE_H3_K14_ACETYLATION	22	21		
GOBP_DE_NOVO_AMP_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_AMP_SALVAGE	5		Rejected!	
GOBP_LIPID_DIGESTION	23		Rejected!	
GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS	223	192		
GOBP_CELLULAR_POLYSACCHARIDE_CATABOLIC_PROCESS	18	15		
GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	1014		Rejected!	
GOBP_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	297	253		
GOBP_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	1033		Rejected!	
GOBP_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	485	432		
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	148	136		
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS	39	31		
GOBP_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS	44	38		
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	1848		Rejected!	
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	388	341		
GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	580	494		
GOBP_PROTEIN_K27_LINKED_UBIQUITINATION	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS	18	16		
GOBP_RESPONSE_TO_LEPTIN	22	20		
GOBP_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	28	25		
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_OSTEOBLAST_DIFFERENTIATION	7		Rejected!	
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_REGULATION_OF_CELL_PROLIFERATION	6		Rejected!	
GOBP_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT	10		Rejected!	
GOBP_TYPE_B_PANCREATIC_CELL_PROLIFERATION	28	24		
GOBP_FIBROBLAST_APOPTOTIC_PROCESS	26	22		
GOBP_MACROPINOCYTOSIS	11		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	58	57		
GOBP_GLUCOSE_IMPORT_IN_RESPONSE_TO_INSULIN_STIMULUS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY_BY_REGULATION_OF_PROTEIN_PHOSPHORYLATION	7		Rejected!	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	308	254		
GOBP_ADHESION_OF_SYMBIONT_TO_HOST	17		Rejected!	
GOBP_ENTRY_INTO_HOST	159	132		
GOBP_TRANSLOCATION_OF_MOLECULES_INTO_HOST	9		Rejected!	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	1722		Rejected!	
GOBP_MOTILE_CILIUM_ASSEMBLY	61	53		
